Machine_ID,Scheduled_Hours,Actual_Uptime_Hours,Uptime_Percentage,Downtime_Duration,Number_of_Breakdowns,MTBF_Hours,MTTR_Hours,Energy_Consumption_kWh,Output_Quantity,Reject_Quantity,Maintenance_Parts_Cost,Utilization_Rate,Net_Profit,DownTime_Cost
MCH001,188,159.49695250700995,85.19641684882501,5.89597488171306,0,59.54613639299635,3.102342797391623,4000.451008306508,4764,36,2273.6122105218265,80.09862599051061,29628.713485160795,3323.952480329967
MCH002,178,158.40830624683394,94.95306058025066,9.78983617804701,2,174.70602715785645,1.1613321931469436,3647.8323801364077,4627,26,3215.0038829541563,60.57524943936612,45069.84266004886,3664.6376821828335
MCH003,164,140.3921121946009,87.67053950304627,17.49717760275923,3,139.8467762265816,4.150056964700619,5482.107865077536,4353,28,4107.579319360872,92.11925205236415,16822.44246025863,3953.8779962877984
MCH004,192,156.03109895427838,99.41605476204182,14.816212325559853,1,67.23994955893502,3.361796182236778,4525.675684873506,2710,19,2612.8339940553515,99.2317522165834,26251.182452532135,1294.170238331279
MCH005,157,153.9102840638424,87.2299409162967,15.11142390279964,0,64.07859272350343,2.2467456775714796,4130.016265663928,3209,24,2401.952152050312,84.23704781656988,19594.799561163498,1598.8845849814475
MCH006,170,166.95100588313298,91.21936185590536,9.084373354513431,1,186.44402291548886,3.5335863299122834,2461.5785687156695,3398,5,4980.370251176637,80.14833548336283,47846.476268435814,2467.3597632709475
MCH007,188,168.10561905205861,86.28024502117965,7.572764858392295,3,150.38003944071176,1.6695724065927477,4422.551557293646,1433,35,547.2213851297499,95.13663452179847,42064.05176388909,409.59717461510985
MCH008,168,132.71824058632268,99.95311377768921,8.049736496707451,3,174.39301989751334,2.053364938223947,2468.815622720934,3899,1,4527.793799830606,98.10067158738394,36905.06800968708,3094.593463735106
MCH009,172,152.4767568775883,92.53292515496864,19.765341710985098,4,181.8468350423401,4.628686294093956,3348.826302263008,1139,21,1171.1337167288184,90.18147663609842,31443.21439767989,4920.301665011213
MCH010,160,167.5515949428542,93.93077525980065,1.7620746368371671,3,135.76585280724834,1.8072702755213919,2571.3678592573274,2494,31,4036.6637429401103,77.81811718937152,41926.630519586666,1867.9509257522125
MCH011,160,160.18817551480527,86.00614716082642,17.47359842632652,2,127.6169527632562,2.6149472067107147,4768.294588097476,4203,15,3280.692019308341,83.68885597325762,22652.016868559618,3788.9526279477814
MCH012,173,181.38939047129935,96.24940705598766,11.994832762875475,0,114.56411154814853,4.505635118282066,2825.0084553446104,1086,17,2038.3127847414144,88.03741460071997,25139.833479772784,2550.166186291079
MCH013,185,169.5216178971367,88.14858389643379,9.33369296460222,4,97.5419881686679,3.6847460762038735,3567.437492752104,2711,4,4432.437299844582,67.77094284007205,37850.07744863877,726.2780373658754
MCH014,189,139.77606562488577,98.4708143416107,14.779895547887593,2,115.18939412880677,0.7799145177411624,5582.699110475114,3230,35,558.0825259144639,77.88804128865752,21098.96434821714,2952.963499132673
MCH015,173,134.23412484402579,88.07709460723011,10.246709887069354,1,166.08194835952344,1.1628636992553665,2817.265533595881,3415,29,1520.1079343371566,93.1928505886914,7875.5423921768215,1569.3839153759181
MCH016,152,168.54515669237895,87.860315809955,17.59504152355155,0,140.28851465226973,0.5352871584736256,4031.2202558351164,1128,44,3051.017583122912,86.18901393993772,8345.057399873216,268.57572142194533
MCH017,171,131.59067863249732,85.54824501772143,18.11333541621391,3,183.87849349322693,3.3391480560312354,3677.086644664088,2269,18,2081.940170223641,76.44816268847416,10191.326058756673,3211.1556775769445
MCH018,151,165.1465348764078,92.08100417664998,9.012697610595653,0,116.50700215687816,2.5145304143468823,2072.496164182919,4672,22,3246.6987289324743,86.53450136058726,44135.65955046482,4308.768511691165
MCH019,173,186.41381448549745,93.47261699893924,6.25972814746598,1,141.0634368078131,1.1042368290602398,5171.032454291251,2601,33,608.4958703390007,64.72889648289839,26250.189159029196,1789.3718578093833
MCH020,193,164.52845067255274,85.98562959142528,12.254656243273882,4,144.6961329637983,4.810703544755467,2276.183625258399,1669,12,1024.0651871677064,76.05990442259505,37079.70662051314,2012.4481813425755
MCH021,179,153.29019557239133,96.63291425042516,18.334903566717127,4,138.7545743459488,2.8834687577552893,3897.0200839078143,4970,42,1071.9330809829767,91.72514151852226,22680.920102220196,4466.006246539337
MCH022,187,168.5972931065412,91.7993325212204,5.002581591107665,4,155.39506596282746,1.5885198235080014,4242.7131797557995,4449,28,1351.7764066220425,68.82035148546592,16641.99263370355,4086.683185500044
MCH023,151,157.495173429491,92.8658540399137,12.836365087706174,3,85.61502025622094,2.752716070196184,4513.705826458348,1148,35,2566.9914836024427,67.4384603022967,20623.647540299535,3603.268835403708
MCH024,170,162.7370073589561,91.61144120407343,12.99964418175789,2,126.8545666318686,3.558291497307985,4754.526517231502,1984,21,3884.5791479460704,98.03274639665726,40738.20553927326,1319.1056123904248
MCH025,182,186.48788852659152,91.01144591312989,14.929147425890338,2,65.63372042125215,0.8430764808810401,3013.08953409086,1851,46,4574.924770680055,68.39590518344923,33134.725626414714,4560.061609336558
MCH026,161,153.16615826804644,93.39460496962327,3.4997860174179363,0,107.67669914672189,1.736167167715514,2039.9151066337974,2456,35,4259.176386279107,70.43674318600672,47193.790098105594,856.6372119421437
MCH027,171,187.67143382943485,87.32860368896068,14.600674328959682,3,123.15006029318967,4.131344708977972,4893.774649419648,1627,8,1385.9954229905761,98.78463755617352,35586.71503595753,3171.175545144387
MCH028,193,184.32103851736383,87.72892195742907,18.27161789264718,4,147.83363893182087,2.5684919168119755,4142.626397390314,4797,38,2485.1774850378456,89.38834281060103,30658.17342896123,241.12578467794162
MCH029,174,141.7474680873578,97.92678431520275,4.413979068534598,4,192.57965788793052,2.959597139145327,5344.470812828995,2492,18,1397.3521899134075,87.98386132094113,32458.820404362552,3254.2270509922346
MCH030,198,134.16167805250993,99.19173193200449,5.513323173553675,1,140.0976599822534,2.447672009942612,5285.5534516027765,3493,37,1690.1231750023585,94.11705535418325,47406.71477607866,1458.0073241794632
MCH031,176,136.0466800826456,90.5996397441963,19.456506786791152,1,161.53908742648397,0.697549741893523,5373.304671151533,3044,5,2765.9614168034877,64.63292328947178,40469.041844001775,2303.417188200228
MCH032,191,131.09330953909299,89.06117009715331,4.438562101480306,4,125.93990892428042,1.2458740091907017,3940.378639918161,4552,46,806.4906112558515,88.23824946320029,6081.855681489702,1791.7963050795602
MCH033,177,135.66657764535572,94.65999314858524,17.233316774022004,4,145.1156047064497,2.504937374338509,3334.5135833474624,1883,14,1481.7844831697294,80.14754437312956,29036.286326106376,946.5081056064284
MCH034,165,170.9804064049814,91.13101256647144,10.353279272512662,3,60.639832420066014,1.4413345943356752,5166.23281036548,3341,19,4709.201725882028,93.1660256113656,35975.22851959542,3147.705871459983
MCH035,164,134.27131890761373,85.38079533490517,5.697390413660364,2,88.15873712627705,0.7249056289685543,3805.17645211702,2788,8,2597.5233169632,80.32566874660778,38691.431529761976,4421.680220188977
MCH036,196,149.1385378176257,87.34228896049285,17.544248124177717,1,104.2779639807708,4.296423488233207,2733.768785613738,4214,31,2504.239366900425,84.80965417075649,14591.39536912715,4799.512787183777
MCH037,193,180.69251865816727,95.73958343271096,9.460799845050644,2,120.87400325097704,4.915366381238521,5419.896078245898,1249,3,565.552196380755,79.10968505598143,44022.98095031085,1042.4971794541839
MCH038,152,131.39631614414955,94.88385912865228,10.781529724664114,3,56.84731182535756,4.0691429329853275,5530.239507089389,3925,49,1613.298861762556,79.12635694223377,48012.94162288237,3615.12659290857
MCH039,186,178.86810895533614,85.40643988755225,7.825434018595548,4,71.00361463299765,4.342032147671002,3865.2390245606803,1947,17,4398.315961919816,90.71879912247326,15652.18876301914,3355.262896367843
MCH040,156,146.91128648640398,88.32958242899424,12.266066177263621,2,91.52214616869587,1.5888970864267042,2302.79890923915,1974,4,1240.8279271640095,85.14265602589133,44717.69558827606,1782.5511689154055
MCH041,170,137.08988965729938,88.46612194882107,4.106953579115433,4,195.7299036351576,4.822821389809399,3551.304359667725,2325,19,2368.0622279062445,85.33052806437641,9364.044313224293,193.58607683325658
MCH042,158,171.80422992184904,95.07839115398093,8.430549196383453,4,99.70205106545762,1.3861656700404277,5214.150637850414,4096,22,564.4890764015056,78.01129935326102,7506.807625186033,3479.977111833044
MCH043,188,167.73657080679305,85.29565806631547,19.418834124370463,0,122.30615871681238,4.7814341466282455,5607.096114184915,3836,10,2652.5096675175014,81.2443798535011,10815.071004623722,4732.924816741551
MCH044,167,182.6483208116232,86.56162872976861,5.9045352213214235,2,79.41465691075894,4.97668682284678,2813.8909699903834,1983,36,594.5949802679772,89.82870664819148,7598.3485760166195,3197.388597386692
MCH045,153,174.10426262823313,96.99874128059784,13.477996626284552,2,141.61701066136524,3.702752625857219,2267.8944481010863,1888,21,4188.242988796099,93.03763676447673,43025.550672009915,2232.934348519407
MCH046,174,178.20885582309091,87.678169930815,7.178611220269203,4,92.10248232739615,4.915146793063198,5509.401812531354,3937,3,4211.841953691966,87.86245608576185,7657.256500622238,2673.254081146979
MCH047,163,146.92207435427838,94.79119161777813,15.695989388045412,3,81.04888676576402,3.0629290080519667,3557.619755915501,4972,28,4044.8398473606644,96.96291955382733,17224.8886113645,1078.181157533596
MCH048,199,140.64637262678337,88.5727417157009,3.486599553648647,0,127.48589426689686,1.6679380242924065,4167.043857070254,3117,43,1775.138310010032,92.81296352588804,9669.035459113536,3777.666402393314
MCH049,158,175.0368850984515,86.49162089139018,19.42659985649235,4,50.82586987406312,2.4664814854952937,5872.263248203036,3672,33,4267.567481998181,82.47455159238073,18293.991634119426,3757.45716704826
MCH050,175,178.41008435603584,88.64758286499182,9.622001286289146,1,51.149604897383796,3.171024209204537,2266.2589116568915,1874,12,2943.491596723712,86.85624290574947,9075.176042041421,813.0347718983822
MCH051,151,189.4303085200404,95.83400397783488,5.484958803582815,1,82.86032136527866,0.8288670291215674,4593.272029808382,4183,41,2182.1364899015107,97.05233107684785,35060.146283435635,4402.09407424833
MCH052,169,154.7570606146856,97.83544702159429,2.3964381992702406,0,55.50820437512317,3.3005446907776075,2296.4216902994685,4435,8,3313.9848186690483,84.76672176972234,10999.706735415883,1419.0297234191958
MCH053,177,152.32108514756698,97.45329796850487,4.225400196663275,3,66.20386311960371,4.915300265430325,3501.875713866001,2326,41,555.534707271683,92.99227791919323,43333.06666274995,4913.0546985894125
MCH054,196,176.58477764451982,90.95775294427682,10.875705022564336,4,100.82909740081274,1.3554844240267743,5215.258180773787,1470,30,1143.3239492033847,87.55242014359948,41773.59728269884,1976.2247687825045
MCH055,156,150.44821241518108,95.0212770485597,7.40306035219444,2,170.3878519369719,4.066678023297725,3733.8889310225377,2987,6,3840.3209217661824,82.07745444241866,5614.775846177424,971.6318877990483
MCH056,193,185.8454395362139,88.07476443123731,16.748783951769582,0,135.80729650539513,4.5855445720082875,5988.729415611801,1090,3,1598.7272392226885,69.67352781661413,45307.68599818015,1823.4285455936963
MCH057,157,181.5047651105807,89.3972159539152,9.186862949574312,3,126.90015889346246,4.746657167690993,4236.237139786408,1529,18,3191.041027979373,77.03990077873712,6302.494253451518,2256.8836106162466
MCH058,196,155.7396416425011,98.4450372778168,5.725571179164968,2,94.02332348121826,4.820610219824513,3284.648610543814,1660,41,2232.9617127036336,98.70971299334863,15784.060323090047,439.6080878876447
MCH059,184,175.05226406748983,85.19502885266104,12.725754745476571,1,189.76305791492246,2.846568374246624,2880.4453036190125,1738,29,4346.6260045966765,86.310615330904,6457.511199919778,2933.2700679941186
MCH060,163,175.27257244508093,86.28262796281702,14.428767120823471,1,109.55225618557876,4.897885585961767,3402.0821371446473,3773,30,4785.868876984896,82.5758152135596,20112.956916769217,3028.3989553576116
MCH061,166,136.18743213015597,88.11829382719041,4.1737962501180474,2,63.06391501936572,3.907895932104975,3490.1330950382035,1871,34,4476.041277665857,97.3182650211291,28123.993657097224,3720.759231212414
MCH062,185,184.153174400774,85.3979830581073,4.184765109478036,0,142.5599774176702,1.2275214630663285,2274.8547108958437,2686,20,1717.789976121185,83.46047124149794,40849.01910568121,242.93247222464214
MCH063,199,160.31514234687143,87.72153152634696,1.6967571117373166,1,67.07575902149021,2.646050479105865,3478.296797707093,1191,30,1373.7329107073701,81.04330073669612,20209.169771142624,2752.0672507257677
MCH064,189,179.58744796646448,93.74562341454538,14.99163828624717,4,101.78347142025382,3.732490289174018,3856.9540789568996,2986,18,2634.9570212933077,90.37243420600821,36747.05111029025,359.24642302625546
MCH065,153,149.2029760618367,91.32136825888747,13.612286024814297,2,126.11179080767133,1.613031421185875,4890.951008955219,4623,30,533.0036787628112,88.50662475946177,13437.700570354114,3535.6066778366016
MCH066,151,183.73139370977202,98.39007566615462,10.017986639246464,2,181.13337870277638,3.382768325969993,4626.917938886432,4313,31,616.1422678843178,67.7264003363373,38776.93055348569,373.0671299348239
MCH067,155,153.3521007240498,97.2616534260766,17.039238530414746,1,124.0319870510178,3.4997021557097865,4835.062620916617,3185,1,2989.8078783035003,78.85233098296484,15619.847265915689,4567.466456874
MCH068,191,130.6502590888179,90.12726027546815,16.307732906051008,0,155.33881490474965,1.2321488471385464,2033.4547275074283,1344,9,2842.022318743787,78.9006177127834,11459.514017469555,3540.204577734033
MCH069,153,184.32291858515583,88.89135150146939,12.121732923538291,4,198.92252584986056,3.042883906037403,2870.6695983221443,4251,1,4975.61895065867,75.12898060973379,13343.398266832444,2586.20984891727
MCH070,178,135.47720060716802,90.695386122509,17.497154329751915,0,69.72336798469725,3.9723210994037346,4646.737153599426,2008,1,1408.2882591369116,80.69173928609013,13192.840799683492,2263.3692240777573
MCH071,167,149.15881825542488,93.85442413772212,4.910982990698597,3,91.20972882792793,2.7450304904117386,3935.9574727189884,4783,23,1661.467681222108,76.52429590908577,28078.8295719646,740.2958890249856
MCH072,175,187.0037180230483,89.02095461234315,3.1264727685568294,3,109.18641133964695,0.5544640254924834,2021.253902673384,3550,16,1010.9328904682901,67.97381957884733,43015.891153466575,1525.897008866849
MCH073,193,187.03642881625336,94.362233617737,6.125242618822803,1,113.2742267808247,0.5406731108568148,5217.978569727289,1202,31,4628.943543441851,76.49465949098725,8582.228464662752,4357.899614602392
MCH074,183,164.40627328739717,91.1411747828686,2.084650265696982,1,111.65316128983187,2.106632047865055,5091.23829316135,1572,15,4000.1506000630284,62.891077902927066,36813.03433220402,4531.8187766562205
MCH075,159,167.91023273018794,93.2807077127797,11.092221032019609,1,186.14165038348324,4.667873307943019,4193.6766519742505,1191,15,4200.526001555814,83.03143451097647,34445.59068437859,103.66377101560221
MCH076,185,156.9067313186992,91.54189793702974,18.795508153604267,3,157.10489667002847,1.5290455082162395,2265.8533031050883,3052,45,4562.437045840289,94.14618195764447,44263.39783232131,3011.268318240001
MCH077,163,147.59264630188386,89.41698639312877,1.7475272727016833,0,141.18578211360557,3.354636599922592,5066.060198130339,2913,38,2862.049940266272,89.0114833741822,15986.640222810825,3624.5729842230567
MCH078,180,149.71987272219496,99.22679960443236,3.320088366190509,0,96.40590767941731,1.4993414181199425,4334.854350925456,4308,30,2530.3693615282564,74.41576160216445,25254.943640826332,3131.860214042271
MCH079,197,170.3511073646223,96.4540869123964,9.59178153738527,1,173.5685576331942,1.9475149534679688,5127.839908631837,2716,42,1986.7616314952743,63.482848223092326,46662.23184995828,500.23084784513446
MCH080,164,175.1424717662608,87.1016976364968,18.743625333030195,4,193.25907672274835,4.316189403206678,5006.9879695833615,1310,23,3151.4657645653497,68.08597596901083,34699.70525608928,1166.852004114621
MCH081,157,177.4947426235509,98.02701963846869,7.00696599455826,0,173.17974238253396,3.779876490214761,5212.008287831348,3596,0,2544.252785554201,81.81961361979343,22494.57857877186,1326.6673101687916
MCH082,163,177.37708856767324,92.31146797374271,10.637461365079456,3,50.234765778720934,0.9292967479094478,4072.0322656184994,3103,10,2532.045139725088,68.28228333532131,10913.55722848708,4175.45069339494
MCH083,172,135.47236618292143,98.41828340341137,1.7898843219574498,2,145.46020552751105,2.429159094438951,2561.29807277406,1442,20,4716.175386790125,81.7589244513987,16811.8253555266,2369.67723791371
MCH084,189,159.66521828215488,96.99782883920973,3.8185208182796884,2,57.67030721631511,0.63126393640369,4684.629893518755,2260,3,4928.141814256086,69.26396099055596,31154.696487022247,2485.4582385120602
MCH085,170,133.45352560099866,91.3782025670385,19.74597233621809,2,88.64108305005828,2.6640056597135406,4481.895140207882,1869,6,4084.1797519831134,93.95695477904292,37317.557640223116,4680.975928117092
MCH086,165,162.97173293942413,85.33703962480176,19.337255232284864,4,58.92870505216575,3.4809530526548063,4969.012748796349,4932,25,3905.4114061111773,75.89085891361839,10598.984908335206,3221.720855388106
MCH087,194,156.49183008240263,89.03016039077418,1.0938596377537828,1,140.56931794240816,1.033261806191682,2679.5240242029413,4268,46,3562.5117280059567,69.82202503777964,31981.87670198243,4503.4717376080525
MCH088,167,183.26225096549797,93.124513219913,19.08442392304154,3,152.98848702389103,1.7999822250912456,2779.900799601157,1584,49,1247.3368355008117,92.49304720988246,29765.807547743796,2336.8933911735116
